customerID,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,Churn,gender_Female,gender_Male,InternetService_DSL,InternetService_Fiber optic,InternetService_No internet service,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
5223-UZAVK,0,0,0,64,1,0,1,1,0,0,1,1,1,100.3,False,0,1,0,1,0,0,1,0,0,1,0,0
4859-ZSRDZ,0,1,1,58,0,0,0,0,1,1,1,1,1,55.5,False,1,0,1,0,0,0,0,1,0,1,0,0
5651-WYIPH,1,0,0,18,1,0,0,1,0,0,0,0,1,49.85,False,1,0,1,0,0,1,0,0,0,1,0,0
9350-VLHMB,0,1,1,67,1,1,0,1,0,0,0,1,1,89.55,False,0,1,0,1,0,1,0,0,1,0,0,0
3498-LZGQZ,0,1,1,63,1,0,0,0,0,0,0,0,1,19.15,False,0,1,0,0,1,0,0,1,0,0,0,1
8785-CJSHH,0,1,0,60,1,1,0,1,0,0,1,1,1,99.8,False,1,0,0,1,0,1,0,0,0,0,1,0
5357-TZHPP,1,0,0,9,1,1,0,0,0,0,0,1,1,84.4,True,0,1,0,1,0,1,0,0,0,1,0,0
3870-SPZSI,0,1,1,70,1,1,1,1,1,1,1,1,1,113.05,False,1,0,0,1,0,0,0,1,0,1,0,0
0680-DFNNY,0,1,0,15,1,1,0,0,1,0,1,1,1,101.1,True,0,1,0,1,0,1,0,0,0,0,1,0
7560-QRBXH,0,0,1,48,1,0,0,0,0,0,0,0,0,19.95,False,1,0,0,0,1,0,1,0,0,0,0,1
7077-XJMET,0,1,0,12,1,0,0,0,1,1,1,1,1,74.15,False,0,1,1,0,0,1,0,0,0,0,1,0
8752-GHJFU,1,1,0,71,1,1,1,1,1,1,0,0,1,92.0,False,0,1,0,1,0,0,1,0,0,0,1,0
6896-SRVYQ,1,0,0,44,1,0,0,0,1,0,0,0,0,73.85,False,0,1,0,1,0,1,0,0,0,0,1,0
7767-UXAGJ,0,0,0,1,1,1,0,0,0,0,0,0,1,50.45,True,0,1,1,0,0,1,0,0,0,0,1,0
4652-ODEVH,0,1,1,45,1,1,0,0,0,0,0,0,0,24.45,False,0,1,0,0,1,0,0,1,0,0,0,1
6510-UPNKS,0,0,0,23,1,1,0,0,0,0,0,0,0,24.8,False,1,0,0,0,1,0,1,0,0,1,0,0
6718-BDGHG,0,1,0,43,1,1,0,0,0,1,1,0,1,64.85,False,1,0,1,0,0,0,1,0,1,0,0,0
9046-DQMTP,0,0,0,35,1,0,0,0,0,0,0,0,0,20.75,False,0,1,0,0,1,1,0,0,1,0,0,0
6439-LAJXL,0,1,0,9,1,0,1,1,0,1,1,0,1,68.95,False,0,1,1,0,0,1,0,0,0,0,0,1
1571-SAVHK,0,0,0,12,1,1,0,0,0,1,1,1,1,99.95,True,0,1,0,1,0,1,0,0,0,0,0,1
9052-VKDUW,1,1,0,65,1,1,1,1,1,0,1,1,1,109.4,False,1,0,0,1,0,1,0,0,0,1,0,0
9546-CQJSU,0,0,0,2,1,1,0,0,1,0,1,0,1,91.4,True,1,0,0,1,0,1,0,0,0,0,1,0
1666-JZPZT,0,0,0,27,1,1,0,0,0,0,0,0,0,49.0,False,0,1,1,0,0,1,0,0,0,0,0,1
5777-KJIRB,0,0,0,40,1,0,0,0,1,0,0,0,1,50.25,False,1,0,1,0,0,0,1,0,0,0,0,1
0506-LVNGN,1,0,0,5,1,0,0,0,1,0,0,0,1,75.55,True,1,0,0,1,0,1,0,0,0,1,0,0
7677-SJJJK,0,1,1,8,1,0,0,0,0,0,0,0,0,19.9,False,0,1,0,0,1,0,1,0,0,1,0,0
2480-EJWYP,1,1,0,58,1,1,0,1,0,0,1,1,1,97.8,False,1,0,0,1,0,0,1,0,1,0,0,0
3253-HKOKL,0,1,1,52,1,0,1,0,1,0,1,1,0,100.3,False,1,0,0,1,0,0,1,0,0,0,1,0
7055-HNEOJ,0,1,0,3,1,0,0,0,1,1,0,0,1,55.8,False,0,1,1,0,0,1,0,0,0,0,0,1
5514-YQENT,0,0,1,41,1,0,1,1,1,1,1,1,1,111.15,False,0,1,0,1,0,0,0,1,0,0,1,0
3211-AAPKX,0,0,0,20,1,1,0,0,0,1,1,1,1,98.55,False,0,1,0,1,0,1,0,0,0,0,0,1
8445-DNBAE,0,0,1,1,1,1,0,0,0,0,0,0,1,50.05,False,0,1,1,0,0,1,0,0,0,0,1,0
2951-QOQTK,0,0,1,4,1,1,0,0,0,1,0,0,0,80.8,True,0,1,0,1,0,1,0,0,0,1,0,0
2958-NHPPS,0,0,0,23,1,0,0,0,0,0,0,0,0,20.85,False,0,1,0,0,1,1,0,0,0,0,1,0
6806-YDEUL,1,0,0,6,1,0,0,0,0,0,0,0,0,19.5,False,1,0,0,0,1,1,0,0,1,0,0,0
1735-XMJVH,0,1,1,8,1,0,0,0,0,0,0,0,1,19.35,False,0,1,0,0,1,1,0,0,0,0,0,1
6890-PFRQX,0,0,0,18,1,1,1,0,1,0,1,0,0,69.5,False,0,1,1,0,0,1,0,0,0,0,0,1
0222-CNVPT,1,0,0,52,0,0,1,0,0,0,1,1,1,48.8,False,0,1,1,0,0,1,0,0,0,1,0,0
5899-OUVKV,0,0,0,31,1,0,0,1,0,0,1,1,1,94.5,False,0,1,0,1,0,1,0,0,0,0,1,0
8681-ICONS,0,1,1,29,1,0,0,0,0,0,0,0,1,20.65,False,0,1,0,0,1,1,0,0,0,0,0,1
1621-YNCJH,0,1,0,36,1,1,1,1,1,1,0,1,1,106.05,False,1,0,0,1,0,0,0,1,0,1,0,0
3473-XIIIT,0,1,0,16,1,1,0,1,0,0,1,1,1,100.0,True,1,0,0,1,0,1,0,0,0,0,1,0
6362-QHAFM,0,1,0,42,1,1,0,0,1,1,1,1,1,108.3,False,0,1,0,1,0,0,1,0,0,0,1,0
7893-IXHRQ,0,0,0,1,1,0,0,0,0,0,0,0,0,20.55,True,0,1,0,0,1,1,0,0,0,0,1,0
3070-BDOQC,0,0,0,60,1,0,0,1,1,0,1,1,1,99.65,False,1,0,0,1,0,0,0,1,0,0,1,0
2952-QAYZF,0,0,0,5,1,1,0,1,1,0,0,0,1,85.3,True,0,1,0,1,0,1,0,0,0,0,1,0
6234-PFPXL,0,1,0,22,1,1,1,0,0,1,1,0,0,95.9,False,0,1,0,1,0,1,0,0,0,1,0,0
9824-QCJPK,0,1,0,36,1,0,0,0,0,0,0,0,0,20.0,False,0,1,0,0,1,0,1,0,0,0,0,1
4763-PGDPO,0,0,0,4,1,0,0,0,0,0,0,0,0,70.4,True,1,0,0,1,0,1,0,0,0,0,1,0
4283-IVYCI,0,0,0,9,1,0,1,0,0,1,0,1,0,64.95,False,0,1,1,0,0,1,0,0,0,0,0,1
1866-OBPNR,0,1,1,1,1,0,0,1,0,0,0,0,0,74.6,False,0,1,0,1,0,1,0,0,0,1,0,0
8205-MQUGY,0,1,1,12,1,0,1,0,0,0,0,0,1,49.2,False,0,1,1,0,0,1,0,0,0,0,1,0
8970-ANWXO,0,0,0,23,1,1,0,0,0,1,1,1,1,73.75,False,1,0,1,0,0,0,1,0,0,0,0,1
9480-BQJEI,0,0,0,62,1,1,1,1,0,0,0,1,1,92.3,False,0,1,0,1,0,0,1,0,1,0,0,0
5394-SVGJV,0,0,0,37,1,1,0,0,0,1,1,1,0,98.8,True,0,1,0,1,0,1,0,0,1,0,0,0
6979-TNDEU,0,0,0,8,1,0,0,0,0,0,0,0,0,19.2,False,1,0,0,0,1,1,0,0,0,0,0,1
9777-WJJPR,0,1,0,31,1,1,0,0,1,0,1,0,0,88.65,False,0,1,0,1,0,1,0,0,0,1,0,0
9283-LZQOH,0,1,1,13,1,1,0,0,0,0,0,0,1,74.4,True,0,1,0,1,0,1,0,0,0,1,0,0
7079-QRCBC,0,0,0,24,1,1,0,0,1,0,1,1,1,98.75,True,1,0,0,1,0,1,0,0,0,0,1,0
9495-SKLKD,0,1,1,45,1,1,0,1,1,0,0,1,1,95.95,False,0,1,0,1,0,1,0,0,1,0,0,0
6048-UWKAL,1,1,0,69,1,1,0,1,0,1,1,1,0,105.4,False,1,0,0,1,0,0,0,1,0,1,0,0
5067-DGXLL,0,0,0,2,1,0,0,0,0,0,0,0,0,20.25,False,0,1,0,0,1,1,0,0,0,0,0,1
5469-CTCWN,0,1,1,61,1,1,1,1,0,0,1,1,1,106.0,True,0,1,0,1,0,0,1,0,0,0,1,0
9851-QXEEQ,0,0,0,41,1,1,0,1,1,0,1,1,1,104.7,True,0,1,0,1,0,1,0,0,0,0,1,0
6281-FKEWS,0,0,0,44,0,0,0,0,1,0,1,1,1,49.05,False,1,0,1,0,0,0,1,0,0,0,1,0
8898-KASCD,0,0,0,39,0,0,0,0,1,1,0,0,0,35.55,False,0,1,1,0,0,0,1,0,0,0,0,1
9242-TKFSV,0,1,1,72,0,0,1,1,1,1,1,1,1,65.1,False,0,1,1,0,0,0,0,1,0,1,0,0
9290-SHCMB,1,0,0,13,1,0,0,0,1,0,1,1,1,96.85,False,1,0,0,1,0,1,0,0,0,0,1,0
0743-HNPFG,0,1,1,51,1,0,1,1,0,1,0,1,1,69.75,False,1,0,1,0,0,0,1,0,0,1,0,0
2277-BKJKN,1,1,0,71,1,0,0,1,1,0,1,1,1,99.2,False,1,0,0,1,0,0,0,1,0,0,1,0
9809-IMGCQ,1,0,0,22,1,1,0,0,0,0,1,1,1,96.7,True,0,1,0,1,0,1,0,0,0,0,1,0
5208-HFSBT,0,0,0,2,1,0,0,1,0,1,0,0,1,55.05,True,1,0,1,0,0,1,0,0,0,1,0,0
5035-PGZXH,0,0,0,56,1,1,0,1,1,0,1,1,1,106.8,False,1,0,0,1,0,0,1,0,0,0,1,0
8695-WDYEA,0,0,0,1,1,0,1,0,0,0,0,0,0,51.25,False,0,1,1,0,0,1,0,0,0,0,0,1
6543-JXSOO,0,1,1,23,1,0,1,1,0,1,0,0,1,57.75,False,1,0,1,0,0,0,1,0,0,0,0,1
8016-ZMGMO,1,1,0,66,1,1,0,1,1,0,1,0,1,70.85,False,1,0,1,0,0,0,1,0,1,0,0,0
8605-ITULD,0,0,0,1,1,0,0,0,0,0,0,0,0,19.55,False,1,0,0,0,1,1,0,0,0,0,0,1
3254-YRILK,1,0,0,19,1,1,0,1,0,0,1,0,1,88.2,True,0,1,0,1,0,1,0,0,0,0,1,0
6416-YJTTB,0,0,0,11,1,0,1,0,1,0,0,0,1,79.5,False,0,1,0,1,0,1,0,0,1,0,0,0
2667-WYLWJ,0,1,1,8,1,0,0,0,0,0,0,0,1,19.75,True,1,0,0,0,1,0,1,0,0,0,0,1
4472-VESGY,0,1,1,52,1,1,1,1,1,0,0,1,0,98.15,False,1,0,0,1,0,1,0,0,1,0,0,0
3195-TQDZX,0,0,0,3,1,0,0,0,0,0,0,0,1,20.25,False,0,1,0,0,1,1,0,0,0,0,1,0
3128-YOVTD,0,1,1,51,1,0,1,1,0,0,0,0,1,79.15,False,1,0,0,1,0,1,0,0,1,0,0,0
0529-ONKER,1,0,0,15,1,1,0,0,0,0,0,0,0,75.65,True,0,1,0,1,0,1,0,0,0,0,1,0
1728-CXQBE,1,1,0,64,1,1,0,1,1,0,0,1,1,94.25,False,0,1,0,1,0,1,0,0,0,0,1,0
7041-TXQJH,0,0,0,37,0,0,0,0,1,0,0,1,1,40.2,False,1,0,1,0,0,1,0,0,0,1,0,0
5014-GSOUQ,0,0,0,13,1,0,0,0,0,0,0,0,0,19.95,False,0,1,0,0,1,0,0,1,0,0,0,1
5724-BIDBU,0,1,0,49,1,1,1,0,0,0,0,0,1,55.35,False,0,1,1,0,0,0,1,0,0,0,1,0
0481-SUMCB,1,0,0,45,1,1,0,0,1,0,1,1,1,102.15,False,1,0,0,1,0,0,1,0,1,0,0,0
1769-GRUIK,0,0,0,18,1,0,0,0,0,0,0,0,1,71.1,False,1,0,0,1,0,1,0,0,0,0,1,0
5240-IJOQT,1,0,0,1,1,1,0,0,0,0,0,0,1,74.7,True,0,1,0,1,0,1,0,0,0,0,1,0
8819-WFGGJ,0,1,0,68,0,0,1,0,1,0,1,1,1,54.1,False,0,1,1,0,0,0,0,1,1,0,0,0
7427-AUFPY,0,0,0,54,1,0,0,0,0,0,0,0,0,19.65,False,0,1,0,0,1,0,0,1,0,1,0,0
2811-POVEX,1,1,1,23,1,0,0,1,1,0,0,1,1,88.45,False,1,0,0,1,0,1,0,0,1,0,0,0
1092-GANHU,0,0,0,17,1,0,0,0,1,0,0,0,1,76.65,True,0,1,0,1,0,1,0,0,0,0,1,0
7898-PDWQE,0,1,0,71,1,1,1,1,1,1,0,1,0,80.4,False,0,1,1,0,0,0,0,1,0,1,0,0
9972-EWRJS,0,1,1,67,1,0,0,0,0,0,0,0,1,19.25,False,1,0,0,0,1,0,0,1,1,0,0,0
9314-IJWSQ,0,1,1,14,1,1,0,0,0,0,1,0,1,84.8,False,1,0,0,1,0,1,0,0,0,0,1,0
0661-XEYAN,1,0,0,1,0,0,0,0,0,0,0,0,1,25.8,True,1,0,1,0,0,1,0,0,0,0,0,1
5799-JRCZO,0,0,1,63,1,0,0,0,0,0,0,0,0,19.5,False,1,0,0,0,1,0,0,1,0,1,0,0
1921-KYSAY,0,0,0,41,1,1,0,0,1,1,0,1,1,68.6,False,1,0,1,0,0,0,1,0,0,0,1,0
6198-RTPMF,0,1,0,17,1,1,0,0,0,0,1,1,0,92.6,False,1,0,0,1,0,1,0,0,0,0,1,0
2924-KHUVI,0,1,0,56,1,1,1,0,0,0,1,1,1,100.55,False,0,1,0,1,0,0,1,0,0,0,1,0
1925-GMVBW,0,0,0,5,1,0,0,0,0,0,0,0,0,20.55,False,1,0,0,0,1,1,0,0,0,1,0,0
7881-EVUAD,0,0,0,2,0,0,1,1,0,0,0,1,1,42.6,True,1,0,1,0,0,1,0,0,0,0,1,0
6184-DYUOB,0,1,0,3,1,0,0,0,0,0,0,0,1,19.6,False,1,0,0,0,1,1,0,0,0,0,0,1
9207-ZPANB,0,0,0,37,1,1,1,1,1,1,0,0,0,67.45,False,0,1,1,0,0,0,1,0,0,0,1,0
5766-XQXMQ,0,0,0,29,1,0,1,1,1,0,0,1,1,68.85,True,1,0,1,0,0,1,0,0,1,0,0,0
9327-QSDED,0,0,0,8,1,0,0,0,0,0,0,0,0,43.55,False,0,1,1,0,0,1,0,0,0,0,0,1
1656-DRSMG,0,0,0,63,1,1,0,1,1,1,1,1,1,109.85,False,1,0,0,1,0,1,0,0,0,1,0,0
3012-VFFMN,0,1,1,7,1,0,0,0,0,0,0,0,0,20.65,False,1,0,0,0,1,1,0,0,0,0,0,1
2984-AFWNC,0,0,0,3,1,0,0,1,0,0,1,1,0,95.4,False,1,0,0,1,0,1,0,0,0,0,1,0
0640-YJTPY,0,1,1,72,1,0,0,0,0,0,0,0,0,21.0,False,0,1,0,0,1,0,0,1,1,0,0,0
8096-LOIST,0,0,0,19,1,0,0,0,0,0,0,1,1,56.2,False,1,0,1,0,0,1,0,0,0,0,1,0
9764-REAFF,0,1,0,59,1,0,0,0,0,0,0,0,0,18.4,False,1,0,0,0,1,0,0,1,1,0,0,0
3703-VAVCL,0,1,1,2,1,0,0,0,1,1,0,1,0,90.0,True,0,1,0,1,0,1,0,0,0,1,0,0
7107-UBYKY,0,1,1,35,1,1,0,0,0,0,0,0,1,25.75,False,1,0,0,0,1,1,0,0,0,0,1,0
4881-GQJTW,0,0,0,14,1,0,0,0,0,0,0,0,0,19.6,False,0,1,0,0,1,1,0,0,0,1,0,0
8519-QJGJD,0,0,0,14,1,0,0,0,1,0,0,0,0,75.35,True,1,0,0,1,0,1,0,0,0,0,1,0
7876-DNYAP,0,1,1,69,1,0,0,0,0,0,0,0,0,19.8,False,1,0,0,0,1,0,0,1,0,1,0,0
7905-NJMXS,1,1,0,7,1,1,1,1,0,1,0,0,0,64.2,False,0,1,1,0,0,1,0,0,0,0,1,0
2882-WDTBA,0,1,1,69,1,0,1,1,1,1,1,0,1,75.75,False,0,1,1,0,0,0,0,1,1,0,0,0
2091-GPPIQ,0,1,1,72,1,1,0,1,0,1,1,1,1,78.95,False,1,0,1,0,0,0,0,1,0,0,1,0
6326-MTTXK,0,0,0,8,1,1,0,1,0,0,1,1,0,100.85,True,0,1,0,1,0,1,0,0,0,0,1,0
5071-FBJFS,0,1,1,4,1,0,1,0,0,0,0,0,0,50.3,False,1,0,1,0,0,1,0,0,0,0,1,0
2796-UUZZO,0,1,1,63,1,0,0,1,1,0,0,0,1,80.3,False,0,1,0,1,0,1,0,0,0,1,0,0
2429-AYKKO,0,0,0,72,1,0,0,0,0,0,0,0,0,19.85,False,0,1,0,0,1,0,0,1,1,0,0,0
9798-OPFEM,0,0,0,46,1,0,0,0,0,0,0,0,1,21.1,False,1,0,0,0,1,0,0,1,0,0,1,0
0330-IVZHA,0,1,0,5,1,0,0,0,0,0,0,0,0,69.95,True,1,0,0,1,0,1,0,0,0,0,1,0
3794-NFNCH,0,1,0,30,1,0,0,0,1,0,0,0,1,50.0,False,0,1,1,0,0,1,0,0,0,0,0,1
5193-QLVZB,0,0,0,63,1,1,0,1,1,0,1,1,1,104.75,False,0,1,0,1,0,0,0,1,1,0,0,0
7114-AEOZE,0,0,0,60,1,0,0,0,0,0,0,0,0,19.85,False,1,0,0,0,1,0,0,1,1,0,0,0
2886-KEFUM,0,1,0,63,1,1,0,1,1,0,1,1,1,107.5,True,1,0,0,1,0,0,1,0,0,0,1,0
5522-NYKPB,0,1,1,25,1,0,0,0,0,1,1,0,0,85.9,False,0,1,0,1,0,1,0,0,0,0,1,0
4237-RLAQD,0,0,0,1,1,0,0,0,0,0,0,0,1,45.85,True,0,1,1,0,0,1,0,0,0,0,0,1
9957-YODKZ,1,1,0,6,1,1,0,0,1,0,0,0,1,80.8,False,0,1,0,1,0,1,0,0,0,0,1,0
6518-KZXCB,0,0,0,22,1,1,0,0,0,0,0,0,0,25.25,False,0,1,0,0,1,0,0,1,0,0,0,1
2245-ADZFJ,0,1,1,31,1,1,0,1,0,1,1,1,0,80.55,False,1,0,1,0,0,0,0,1,1,0,0,0
7776-QGYJC,0,1,1,39,1,0,0,0,1,1,0,0,1,81.5,False,1,0,0,1,0,1,0,0,1,0,0,0
9313-QOLTZ,0,0,0,26,1,0,0,0,0,0,0,0,0,20.9,False,0,1,0,0,1,1,0,0,0,0,0,1
9651-GTSAQ,0,1,0,53,1,0,1,1,1,0,1,1,1,106.1,True,1,0,0,1,0,0,1,0,1,0,0,0
3186-BAXNB,0,0,0,1,1,0,0,1,0,1,1,0,0,91.7,True,1,0,0,1,0,1,0,0,0,0,1,0
4672-FOTSD,0,0,0,12,1,1,1,1,0,1,0,0,1,67.25,False,0,1,1,0,0,1,0,0,0,0,1,0
0637-YLETY,0,0,0,16,1,1,0,1,1,0,0,1,1,95.6,True,1,0,0,1,0,1,0,0,0,1,0,0
9818-XQCUV,0,0,0,2,1,0,0,0,0,0,0,0,0,20.35,False,1,0,0,0,1,1,0,0,0,0,0,1
7338-ERIVA,0,0,1,39,0,0,1,0,0,1,1,0,0,45.05,False,0,1,1,0,0,0,1,0,1,0,0,0
1157-BQCUW,0,0,0,1,1,1,0,0,0,0,0,0,1,74.95,True,0,1,0,1,0,1,0,0,0,0,1,0
8259-NFJTV,0,1,1,7,0,0,1,0,0,1,0,0,0,34.65,False,1,0,1,0,0,1,0,0,0,0,0,1
3223-DWFIO,1,0,0,4,1,0,0,0,0,0,0,0,0,69.35,False,0,1,0,1,0,1,0,0,0,0,1,0
2660-EMUBI,1,0,0,10,1,1,0,0,0,0,1,1,1,95.35,True,0,1,0,1,0,1,0,0,0,0,1,0
6968-GMKPR,0,0,0,55,1,0,0,1,1,0,0,0,1,81.55,False,1,0,0,1,0,1,0,0,0,0,1,0
4751-ERMAN,0,1,1,72,1,0,0,1,1,0,1,1,1,75.4,False,0,1,1,0,0,0,0,1,1,0,0,0
1436-ZMJAN,0,1,0,10,1,0,0,0,1,0,1,1,1,67.8,False,1,0,1,0,0,1,0,0,0,1,0,0
3292-PBZEJ,1,0,0,11,1,1,0,1,1,1,1,1,1,111.4,False,0,1,0,1,0,1,0,0,0,0,1,0
0799-DDIHE,0,1,1,15,1,0,0,0,0,0,0,0,0,46.3,False,1,0,1,0,0,1,0,0,0,0,1,0
3070-FNFZQ,0,1,1,23,1,0,0,0,0,0,0,0,0,20.4,False,1,0,0,0,1,0,0,1,1,0,0,0
2812-SFXMJ,0,0,1,1,1,0,0,0,0,0,0,0,0,20.05,False,0,1,0,0,1,1,0,0,0,0,0,1
7675-OZCZG,1,0,0,3,1,0,0,0,0,0,0,0,0,45.0,True,1,0,1,0,0,1,0,0,0,0,1,0
5014-WUQMG,0,1,1,47,1,0,1,1,1,0,0,1,1,96.1,False,0,1,0,1,0,0,1,0,0,0,1,0
5312-TSZVC,0,0,1,15,1,0,0,0,0,0,0,0,0,19.65,False,1,0,0,0,1,0,1,0,0,0,0,1
2003-CKLOR,0,0,0,66,1,0,0,1,1,0,1,1,0,99.5,True,0,1,0,1,0,1,0,0,0,0,1,0
0993-OSGPT,1,1,0,68,1,0,0,1,1,1,0,0,1,60.65,False,1,0,1,0,0,0,1,0,1,0,0,0
9254-RBFON,0,1,1,17,1,0,0,0,1,1,1,1,0,98.6,True,1,0,0,1,0,0,1,0,1,0,0,0
1205-WNWPJ,0,0,0,7,1,0,0,0,0,1,1,0,1,59.5,True,1,0,1,0,0,1,0,0,0,0,0,1
9391-EOYLI,1,1,0,12,1,0,0,0,0,0,0,1,1,80.45,True,0,1,0,1,0,1,0,0,0,0,1,0
7108-DGVUU,1,1,0,21,1,1,0,1,1,0,0,1,0,71.7,False,1,0,1,0,0,0,1,0,1,0,0,0
2782-JEEBU,0,0,0,21,0,0,0,1,0,1,0,0,1,36.0,False,0,1,1,0,0,1,0,0,0,0,0,1
5127-BZENZ,0,1,1,56,1,1,1,0,0,0,1,0,0,65.2,False,1,0,1,0,0,0,1,0,1,0,0,0
2720-FVBQP,0,1,1,6,1,1,0,0,0,0,0,0,1,48.95,False,1,0,1,0,0,1,0,0,0,1,0,0
9906-NHHVC,1,0,0,65,0,0,0,1,1,0,1,1,1,53.5,False,1,0,1,0,0,0,0,1,1,0,0,0
4522-XRWWI,0,1,0,42,1,1,1,0,0,1,1,1,0,80.45,False,0,1,1,0,0,0,1,0,0,1,0,0
3766-EJLFL,0,1,1,68,1,1,1,0,1,1,1,1,1,109.05,False,1,0,0,1,0,0,0,1,1,0,0,0
5939-SXWHM,0,1,1,48,1,1,0,0,0,0,0,0,0,26.3,False,0,1,0,0,1,0,0,1,1,0,0,0
8152-UOBNY,1,0,0,50,1,1,0,1,0,1,1,1,1,106.8,False,1,0,0,1,0,0,1,0,0,0,1,0
7351-KYHQH,1,0,0,7,1,0,0,1,1,0,1,0,1,64.95,False,1,0,1,0,0,1,0,0,0,0,1,0
7643-RCHXS,0,1,1,63,1,0,0,0,0,0,0,0,0,19.35,False,1,0,0,0,1,0,0,1,0,0,1,0
8246-SHFGA,0,0,0,17,1,0,0,0,0,0,0,0,0,21.1,False,0,1,0,0,1,1,0,0,0,1,0,0
8387-MOJJT,0,1,1,42,1,0,0,0,0,0,1,0,1,77.95,True,1,0,0,1,0,1,0,0,0,1,0,0
0620-XEFWH,0,1,1,4,1,0,0,0,0,0,0,0,0,18.85,False,0,1,0,0,1,1,0,0,0,0,0,1
6485-QXWWE,0,0,1,62,1,1,0,0,0,0,0,0,0,26.0,False,1,0,0,0,1,0,0,1,1,0,0,0
2761-OCIAX,1,0,0,2,1,0,0,1,0,0,0,0,1,74.7,True,0,1,0,1,0,1,0,0,0,0,1,0
7321-VGNKU,0,1,0,2,1,0,0,0,0,0,0,0,1,70.35,False,1,0,0,1,0,1,0,0,0,0,1,0
5327-CNLUQ,0,1,0,48,1,1,1,1,1,0,1,0,1,96.9,False,0,1,0,1,0,0,0,1,1,0,0,0
7552-KEYGT,0,1,0,27,1,0,0,0,0,0,0,0,0,19.55,False,0,1,0,0,1,0,0,1,1,0,0,0
5816-JMLGY,0,1,1,70,1,0,0,1,1,1,1,1,1,80.4,False,1,0,1,0,0,0,0,1,1,0,0,0
3068-OMWZA,1,0,0,1,1,1,0,0,1,0,1,0,1,88.8,True,0,1,0,1,0,1,0,0,0,0,1,0
2927-QRRQV,0,1,0,46,1,1,0,1,1,0,1,0,1,94.65,False,0,1,0,1,0,0,1,0,0,0,1,0
6032-KRXXO,0,0,0,30,1,0,0,0,0,0,1,1,1,90.25,True,0,1,0,1,0,1,0,0,0,0,1,0
7459-RRWQZ,0,0,0,15,1,1,1,0,0,0,0,1,1,64.65,True,1,0,1,0,0,1,0,0,1,0,0,0
6265-SXWBU,0,1,1,69,1,1,0,1,1,0,1,0,0,95.75,False,0,1,0,1,0,0,1,0,0,1,0,0
7941-RCJOW,0,0,0,65,1,0,0,0,0,0,0,0,1,19.55,False,0,1,0,0,1,0,0,1,0,1,0,0
6374-NTQLP,1,1,1,72,1,0,1,0,1,1,1,1,1,104.1,False,0,1,0,1,0,0,0,1,0,1,0,0
4154-AQUGT,1,1,0,13,1,0,0,1,0,1,0,1,1,89.05,True,0,1,0,1,0,1,0,0,1,0,0,0
2387-KDZQY,0,0,0,17,1,0,0,0,0,0,0,0,1,20.1,False,0,1,0,0,1,0,1,0,0,0,0,1
3584-WKTTW,0,1,0,51,1,1,1,0,1,1,1,1,1,111.55,False,0,1,0,1,0,0,1,0,0,0,1,0
3399-BMLVW,0,1,1,51,1,0,1,1,0,1,0,0,0,60.5,False,0,1,1,0,0,0,0,1,0,1,0,0
1971-DTCZB,0,1,0,72,1,1,1,1,1,1,1,1,1,90.95,False,1,0,1,0,0,0,0,1,1,0,0,0
3092-IGHWF,0,1,1,67,1,1,0,1,1,0,0,0,0,87.4,True,0,1,0,1,0,0,1,0,0,0,1,0
3374-PZLXD,0,0,0,34,1,0,0,0,0,0,0,0,0,19.7,False,0,1,0,0,1,1,0,0,0,0,0,1
3813-DHBBB,0,1,0,67,0,0,1,1,0,1,0,1,1,50.95,False,0,1,1,0,0,0,0,1,1,0,0,0
2812-REYAT,0,1,0,49,1,0,0,0,0,0,0,0,1,20.05,False,1,0,0,0,1,0,1,0,1,0,0,0
6518-PPLMZ,0,1,1,53,1,0,0,0,0,0,0,0,1,19.4,False,0,1,0,0,1,0,0,1,0,0,0,1
4939-KYYPY,0,0,0,27,1,1,0,0,1,1,0,0,0,59.45,False,0,1,1,0,0,1,0,0,0,0,1,0
8017-LXHFA,1,0,0,23,1,0,0,1,0,0,1,1,1,94.75,True,1,0,0,1,0,1,0,0,0,0,1,0
5930-GBIWP,0,0,0,69,1,1,1,1,1,1,0,1,1,81.5,False,0,1,1,0,0,0,0,1,0,1,0,0
6022-KOUQO,0,1,1,2,0,0,0,0,0,1,0,0,0,29.05,False,1,0,1,0,0,1,0,0,1,0,0,0
6352-TWCAU,0,0,0,35,1,1,0,0,0,0,1,0,1,86.45,True,1,0,0,1,0,1,0,0,0,0,1,0
2361-UPSND,0,1,0,46,1,0,1,1,0,1,0,1,0,70.6,False,1,0,1,0,0,0,1,0,0,0,0,1
6035-RIIOM,0,0,0,54,1,1,0,1,0,0,1,1,1,97.2,False,1,0,0,1,0,0,0,1,1,0,0,0
2929-QNSRW,0,1,0,56,1,1,0,1,0,0,1,1,1,98.25,True,1,0,0,1,0,0,1,0,0,0,1,0
1262-OPMFY,0,1,0,9,1,0,0,0,1,0,0,0,1,75.75,True,1,0,0,1,0,1,0,0,1,0,0,0
